ref_conv,gen_conv
{'scores': [0.026761481538414955]},{'scores': [0.012706157751381397]}
{'scores': [7.593263580929488e-05]},{'scores': [0.0002826445852406323]}
{'scores': [4.051764790347079e-08]},{'scores': [1.931155235723736e-09]}
{'scores': [0.023403307422995567]},{'scores': [0.014682233333587646]}
{'scores': [0.0017931867623701692]},{'scores': [0.0015077932039275765]}
{'scores': [0.16948674619197845]},{'scores': [0.0723031759262085]}
{'scores': [0.0006754307541996241]},{'scores': [0.11721568554639816]}
{'scores': [0.039862293750047684]},{'scores': [0.021913785487413406]}
{'scores': [0.00011810589057859033]},{'scores': [0.00114037177991122]}
{'scores': [5.8076206187251955e-05]},{'scores': [0.00020122624118812382]}
{'scores': [0.0016851704567670822]},{'scores': [6.799941911594942e-05]}
{'scores': [0.006068029906600714]},{'scores': [0.01004006713628769]}
{'scores': [0.05630268156528473]},{'scores': [0.009647255763411522]}
{'scores': [0.011403271928429604]},{'scores': [0.004239697940647602]}
{'scores': [4.75792694487609e-05]},{'scores': [0.002286891220137477]}
{'scores': [0.001219641650095582]},{'scores': [0.012704788707196712]}
{'scores': [0.024950651451945305]},{'scores': [0.024257108569145203]}
{'scores': [0.04878503829240799]},{'scores': [0.0683550089597702]}
{'scores': [0.0011942976852878928]},{'scores': [0.0020888098515570164]}
{'scores': [0.05454020947217941]},{'scores': [0.06256334483623505]}
{'scores': [0.04507134109735489]},{'scores': [0.004352098796516657]}
{'scores': [0.003983149304986]},{'scores': [0.02216500975191593]}
{'scores': [0.010419459082186222]},{'scores': [0.0042889476753771305]}
{'scores': [0.015019282698631287]},{'scores': [0.011696855537593365]}
{'scores': [0.08277995884418488]},{'scores': [0.10616505891084671]}
{'scores': [0.0009821464773267508]},{'scores': [0.0044914172030985355]}
{'scores': [0.12728464603424072]},{'scores': [0.032454971224069595]}
{'scores': [0.00039143941830843687]},{'scores': [0.0004929077113047242]}
{'scores': [0.021137785166502]},{'scores': [0.015270532108843327]}
{'scores': [0.0006251943996176124]},{'scores': [0.0013164416886866093]}
{'scores': [0.007640893571078777]},{'scores': [0.002975942101329565]}
{'scores': [0.0009371021878905594]},{'scores': [0.09310337156057358]}
{'scores': [0.18620643019676208]},{'scores': [0.26366037130355835]}
{'scores': [0.0039106812328100204]},{'scores': [0.012203004211187363]}
{'scores': [3.976065556798858e-07]},{'scores': [1.863818056335731e-06]}
{'scores': [8.350311730964677e-08]},{'scores': [0.0002179677685489878]}
{'scores': [0.00015455984976142645]},{'scores': [0.0019935378804802895]}
{'scores': [0.03746580332517624]},{'scores': [0.0069277058355510235]}
{'scores': [0.02213914506137371]},{'scores': [0.040062688291072845]}
{'scores': [0.009963047690689564]},{'scores': [0.008019118569791317]}
{'scores': [0.020699316635727882]},{'scores': [0.008957591839134693]}
{'scores': [0.00012113023694837466]},{'scores': [4.280065695638768e-06]}
{'scores': [0.27408695220947266]},{'scores': [0.009447962045669556]}
{'scores': [0.0001478373451391235]},{'scores': [9.515060810372233e-05]}
{'scores': [0.0003398842236492783]},{'scores': [0.0007296277908608317]}
{'scores': [0.00443929573521018]},{'scores': [0.003396326443180442]}
{'scores': [0.013557239435613155]},{'scores': [0.01181258074939251]}
{'scores': [0.007667503319680691]},{'scores': [6.845771713415161e-05]}
{'scores': [0.010393423959612846]},{'scores': [0.003723897971212864]}
{'scores': [0.002557410392910242]},{'scores': [0.012392010539770126]}
{'scores': [4.107330823899247e-05]},{'scores': [2.98641566587321e-06]}
{'scores': [0.0006638504564762115]},{'scores': [8.158745913533494e-05]}
{'scores': [0.0021329123992472887]},{'scores': [0.003189317649230361]}
{'scores': [0.004700533114373684]},{'scores': [0.001442369306460023]}
{'scores': [7.676275708945468e-05]},{'scores': [2.1006295014558418e-07]}
{'scores': [0.0006808345788158476]},{'scores': [0.001067601260729134]}
{'scores': [0.007249395363032818]},{'scores': [0.006846137344837189]}
{'scores': [0.09236028045415878]},{'scores': [0.17848721146583557]}
{'scores': [9.89695490716258e-06]},{'scores': [6.285752988333115e-06]}
{'scores': [0.07925568521022797]},{'scores': [0.05883263796567917]}
{'scores': [0.011108024045825005]},{'scores': [0.023982398211956024]}
{'scores': [0.0014002189273014665]},{'scores': [0.0012748927110806108]}
{'scores': [5.649852391798049e-05]},{'scores': [7.867340900702402e-05]}
{'scores': [0.004383447580039501]},{'scores': [0.009664774872362614]}
{'scores': [0.00012738948862534016]},{'scores': [0.005471168551594019]}
{'scores': [1.3365860240810434e-06]},{'scores': [9.099685485125519e-07]}
{'scores': [0.012265930883586407]},{'scores': [0.0020016818307340145]}
{'scores': [0.0034636554773896933]},{'scores': [0.00038029797724448144]}
{'scores': [4.627671660273336e-05]},{'scores': [0.0007241771090775728]}
{'scores': [0.026590272784233093]},{'scores': [0.00017707135702949017]}
{'scores': [0.03544088453054428]},{'scores': [0.06770965456962585]}
{'scores': [2.352720548515208e-05]},{'scores': [0.2674422860145569]}
{'scores': [1.7911668692249805e-05]},{'scores': [2.775407892841031e-06]}
{'scores': [0.0009789729956537485]},{'scores': [4.4036030885763466e-05]}
{'scores': [0.0009627352701500058]},{'scores': [0.00036629888927564025]}
{'scores': [0.04279976338148117]},{'scores': [0.20539236068725586]}
{'scores': [0.00972974393516779]},{'scores': [0.0028244603890925646]}
{'scores': [0.00011561896099010482]},{'scores': [0.00011103895667474717]}
{'scores': [0.00013621845573652536]},{'scores': [0.0005616227281279862]}
{'scores': [0.030087100341916084]},{'scores': [0.20040902495384216]}
{'scores': [9.584022336639464e-05]},{'scores': [4.879560151493934e-07]}
{'scores': [0.06901644915342331]},{'scores': [0.06354494392871857]}
{'scores': [7.321112320823886e-07]},{'scores': [2.6451045869180234e-06]}
{'scores': [6.301201938185841e-05]},{'scores': [0.00034690817119553685]}
{'scores': [0.0003225164255127311]},{'scores': [0.001614780048839748]}
{'scores': [0.04005030170083046]},{'scores': [0.16752889752388]}
{'scores': [4.0673168655303016e-07]},{'scores': [3.5489916626829654e-05]}
{'scores': [0.003908239305019379]},{'scores': [0.0005524544394575059]}
{'scores': [0.004754354245960712]},{'scores': [0.0035262571182101965]}
{'scores': [0.012547934427857399]},{'scores': [0.01920147053897381]}
{'scores': [0.004289442207664251]},{'scores': [0.00243752240203321]}
{'scores': [4.2231127395098156e-07]},{'scores': [3.331427706143586e-06]}
{'scores': [0.005124161951243877]},{'scores': [0.008290242403745651]}
{'scores': [0.028747305274009705]},{'scores': [0.05668084695935249]}
{'scores': [0.0005199029110372066]},{'scores': [0.004727496765553951]}
{'scores': [0.0004028933180961758]},{'scores': [0.0037423777393996716]}
{'scores': [0.2511923611164093]},{'scores': [0.004069449380040169]}
{'scores': [0.02167145349085331]},{'scores': [0.015297689475119114]}
{'scores': [0.0001101304151234217]},{'scores': [0.0007053342997096479]}
{'scores': [0.0010458186734467745]},{'scores': [0.00024856970412656665]}
{'scores': [0.0003027334751095623]},{'scores': [2.8953598302905448e-05]}
{'scores': [0.021911025047302246]},{'scores': [0.023677486926317215]}
{'scores': [0.001836170325987041]},{'scores': [0.002171483589336276]}
{'scores': [7.799533241481527e-11]},{'scores': [9.498339004210266e-09]}
{'scores': [6.068287916605186e-07]},{'scores': [5.090501531412883e-07]}
{'scores': [0.018378857523202896]},{'scores': [0.015949105843901634]}
{'scores': [0.021597249433398247]},{'scores': [0.06282348185777664]}
{'scores': [0.06422111392021179]},{'scores': [0.06777690351009369]}
{'scores': [0.000368510780390352]},{'scores': [0.0005634907865896821]}
{'scores': [0.10120315849781036]},{'scores': [0.010970927774906158]}
{'scores': [0.02043069154024124]},{'scores': [0.004305371083319187]}
{'scores': [0.02370688132941723]},{'scores': [0.016711268573999405]}
{'scores': [0.0020029423758387566]},{'scores': [0.002634307136759162]}
{'scores': [0.0002743442601058632]},{'scores': [0.0010098910424858332]}
{'scores': [0.07458016276359558]},{'scores': [0.015670398250222206]}
{'scores': [0.00023258590954355896]},{'scores': [0.0026613972149789333]}
{'scores': [4.512684608926065e-05]},{'scores': [0.0001158507147920318]}
{'scores': [3.4249533200636506e-06]},{'scores': [5.804283276233946e-08]}
{'scores': [0.002016762038692832]},{'scores': [8.932796481531113e-05]}
{'scores': [0.00018249271670356393]},{'scores': [0.0001883488439489156]}
{'scores': [0.006410708650946617]},{'scores': [0.00011043350241379812]}
{'scores': [0.017810003831982613]},{'scores': [0.007864392362535]}
{'scores': [0.003876536386087537]},{'scores': [0.0012264772085472941]}
{'scores': [0.031036758795380592]},{'scores': [0.016360368579626083]}
{'scores': [0.04693954437971115]},{'scores': [0.005546959582716227]}
{'scores': [1.2236614566063508e-05]},{'scores': [1.836741489569249e-06]}
{'scores': [0.010455125011503696]},{'scores': [0.05855298042297363]}
{'scores': [0.0023797533940523863]},{'scores': [0.0036033785436302423]}
{'scores': [0.0005434290505945683]},{'scores': [4.4747081119567156e-05]}
{'scores': [0.033140432089567184]},{'scores': [0.049982815980911255]}
{'scores': [0.00018924676987808198]},{'scores': [4.1435796447331086e-05]}
{'scores': [5.9474314184626564e-06]},{'scores': [2.4819546524668112e-06]}
{'scores': [0.004783703479915857]},{'scores': [0.03353114053606987]}
{'scores': [0.15122410655021667]},{'scores': [0.06469833850860596]}
{'scores': [0.012577395886182785]},{'scores': [0.0008118276600725949]}
{'scores': [0.00023298143059946597]},{'scores': [6.256615961319767e-06]}
{'scores': [0.04478541389107704]},{'scores': [0.00046341813867911696]}
{'scores': [0.0031654750928282738]},{'scores': [0.00029735968564637005]}
{'scores': [0.08213313668966293]},{'scores': [0.05279778316617012]}
{'scores': [0.1595287322998047]},{'scores': [0.11798153072595596]}
{'scores': [0.005613005720078945]},{'scores': [0.0199279822409153]}
{'scores': [0.0038231867365539074]},{'scores': [0.005821452010422945]}
{'scores': [0.00021131883841007948]},{'scores': [0.00017456364003010094]}
{'scores': [0.004619809333235025]},{'scores': [0.004232917912304401]}
{'scores': [0.023348262533545494]},{'scores': [0.022956812754273415]}
{'scores': [0.0441456213593483]},{'scores': [0.06170151010155678]}
{'scores': [0.040191784501075745]},{'scores': [0.026090001687407494]}
{'scores': [0.011628723703324795]},{'scores': [0.038172319531440735]}
{'scores': [0.005197190213948488]},{'scores': [0.004088318441063166]}
{'scores': [0.011797762475907803]},{'scores': [0.006245756521821022]}
{'scores': [0.0053992969915270805]},{'scores': [0.0016342835733667016]}
{'scores': [0.17742493748664856]},{'scores': [0.12772460281848907]}
{'scores': [0.0163807924836874]},{'scores': [0.001977738458663225]}
{'scores': [0.03237559646368027]},{'scores': [0.013534924015402794]}
{'scores': [0.0005768777919001877]},{'scores': [0.011641916818916798]}
{'scores': [0.005378164350986481]},{'scores': [0.10056217759847641]}
{'scores': [0.01746983639895916]},{'scores': [0.009286764077842236]}
{'scores': [0.021724460646510124]},{'scores': [0.0005837395437993109]}
{'scores': [0.0003703025577124208]},{'scores': [0.05506988987326622]}
{'scores': [0.002222549170255661]},{'scores': [0.0025571256410330534]}
{'scores': [0.007218383718281984]},{'scores': [0.009478132240474224]}
{'scores': [0.00019857916049659252]},{'scores': [0.0018094719853252172]}
{'scores': [0.046611033380031586]},{'scores': [0.004474223591387272]}
{'scores': [0.00011314004950691015]},{'scores': [4.1596777009544894e-05]}
{'scores': [5.440876520879101e-06]},{'scores': [2.0706822397187352e-05]}
{'scores': [0.0008452305919490755]},{'scores': [0.00031830742955207825]}
{'scores': [0.014507192187011242]},{'scores': [0.026826180517673492]}
{'scores': [3.5974640923086554e-05]},{'scores': [1.9159168004989624e-05]}
{'scores': [0.16018453240394592]},{'scores': [0.04515470564365387]}
{'scores': [0.012360233813524246]},{'scores': [0.009415862150490284]}
{'scores': [0.0009977025911211967]},{'scores': [0.00053443294018507]}
{'scores': [0.09808827191591263]},{'scores': [0.04621768742799759]}
{'scores': [3.6578413908916474e-11]},{'scores': [5.283471576911225e-11]}
{'scores': [0.0005198025028221309]},{'scores': [0.00019211317703593522]}
{'scores': [0.0009076538844965398]},{'scores': [0.46310341358184814]}
{'scores': [0.01121448166668415]},{'scores': [0.013517619110643864]}
{'scores': [9.92361570695266e-09]},{'scores': [3.1872786632192174e-09]}
{'scores': [0.003189269220456481]},{'scores': [0.10253220796585083]}
{'scores': [0.003389407880604267]},{'scores': [0.0095110684633255]}
{'scores': [0.00039379060035571456]},{'scores': [0.00026001333026215434]}
{'scores': [0.008264251984655857]},{'scores': [0.0042563690803945065]}
{'scores': [1.3289016351336613e-05]},{'scores': [5.085361408418976e-06]}
{'scores': [6.641073468927061e-09]},{'scores': [1.9226496783542046e-10]}
{'scores': [2.247426164103672e-05]},{'scores': [2.4522001695004292e-05]}
{'scores': [2.9275979613885283e-06]},{'scores': [1.7154057729840133e-08]}
{'scores': [0.0041068620048463345]},{'scores': [0.003288345178589225]}
{'scores': [0.020477429032325745]},{'scores': [0.025736020877957344]}
{'scores': [0.00017457596550229937]},{'scores': [0.00020243592734914273]}
{'scores': [0.03492787480354309]},{'scores': [0.006592631805688143]}
{'scores': [0.0015840667765587568]},{'scores': [0.011534475721418858]}
{'scores': [1.7233378457603976e-05]},{'scores': [0.0002082929713651538]}
{'scores': [0.052544932812452316]},{'scores': [0.01225664559751749]}
{'scores': [3.820475285465363e-06]},{'scores': [2.1659359845216386e-05]}
{'scores': [0.003947971388697624]},{'scores': [0.0176021046936512]}
{'scores': [0.0031890342943370342]},{'scores': [0.0038700250443071127]}
{'scores': [2.6225407054880634e-05]},{'scores': [4.272839942132123e-05]}
{'scores': [0.1398955136537552]},{'scores': [0.31975865364074707]}
{'scores': [0.0029480839148163795]},{'scores': [0.00030128774233162403]}
{'scores': [5.545491512748413e-05]},{'scores': [7.540089427493513e-06]}
{'scores': [1.657997381698806e-05]},{'scores': [4.480637016968103e-08]}
{'scores': [0.00017240579472854733]},{'scores': [4.292001176509075e-05]}
{'scores': [0.0053162178955972195]},{'scores': [0.006286490708589554]}
{'scores': [0.00018977912259288132]},{'scores': [0.001836001523770392]}
{'scores': [2.4830837901390623e-06]},{'scores': [4.86016097056563e-06]}
{'scores': [6.595240620299592e-07]},{'scores': [3.506472785375081e-05]}
{'scores': [1.4232252851797966e-06]},{'scores': [3.7746833640994737e-06]}
{'scores': [0.0009015112300403416]},{'scores': [0.00439826212823391]}
{'scores': [0.00030938166310079396]},{'scores': [0.00045185841736383736]}
{'scores': [4.767366590385791e-06]},{'scores': [7.449731492670253e-05]}
{'scores': [0.0008530131308361888]},{'scores': [0.00042098815902136266]}
{'scores': [2.566827788541559e-06]},{'scores': [4.40947161450822e-07]}
{'scores': [1.9706808984665258e-07]},{'scores': [1.0075171303469688e-05]}
{'scores': [0.04451146721839905]},{'scores': [0.024836868047714233]}
{'scores': [0.11917461454868317]},{'scores': [0.19225294888019562]}
{'scores': [0.003350983839482069]},{'scores': [4.6659533836646006e-05]}
{'scores': [8.836348570184782e-05]},{'scores': [0.00047155178617686033]}
{'scores': [0.00019954450544901192]},{'scores': [0.0022575969342142344]}
{'scores': [0.007106114644557238]},{'scores': [0.01008041761815548]}
{'scores': [3.169582487316802e-05]},{'scores': [6.545516498590587e-06]}
{'scores': [0.007277996279299259]},{'scores': [0.005244801286607981]}
{'scores': [0.0001540131779620424]},{'scores': [0.00027624162612482905]}
{'scores': [0.005664182361215353]},{'scores': [0.0001365006173728034]}
{'scores': [0.01660349778831005]},{'scores': [0.00913278479129076]}
{'scores': [3.8686666812282056e-06]},{'scores': [2.6777861421578564e-05]}
{'scores': [0.003568733111023903]},{'scores': [0.0006304245325736701]}
{'scores': [8.684843487571925e-05]},{'scores': [0.000240003559156321]}
{'scores': [0.009460629895329475]},{'scores': [0.00911448523402214]}
{'scores': [0.0002642385952640325]},{'scores': [0.00012767125735990703]}
{'scores': [0.05204939842224121]},{'scores': [0.08784434199333191]}
{'scores': [0.005917819682508707]},{'scores': [0.015722736716270447]}
{'scores': [0.06437037885189056]},{'scores': [0.05062754824757576]}
{'scores': [0.009824668988585472]},{'scores': [0.005451495293527842]}
